Date,Open,High,Low,Close,sqrt(close),change,unemployment,,
7/23/97,"8,088.36","8,199.15","8,024.95","8,088.36",89.93531008,,,,
7/22/97,"8,061.65","8,093.93","7,870.72","8,061.65",89.78669166,,,,
7/21/97,"7,906.72","7,981.51","7,783.85","7,906.72",88.91973909,,,,
7/18/97,"7,890.46","8,057.23","7,829.61","7,890.46",88.82826127,,,,
7/17/97,"8,020.77","8,136.67","7,910.67","8,020.77",89.55875167,,,,
7/16/97,"8,038.88","8,108.10","7,919.73","8,038.88",89.65980147,,,,
7/15/97,"7,975.71","8,037.03","7,843.78","7,975.71",89.30683065,,,,
7/14/97,"7,922.98","8,001.26","7,831.00","7,922.98",89.0111229,,,,
7/11/97,"7,921.82","7,984.02","7,837.68","7,921.82",89.00460662,,,,
7/10/97,"7,886.76","7,953.94","7,777.06","7,886.76",88.80743212,,,,
7/9/97,"7,842.43","8,027.67","7,775.48","7,842.43",88.55749545,,,,
7/8/97,"7,962.31","8,000.08","7,824.33","7,962.31",89.23177685,,,,
7/7/97,"7,858.49","7,983.79","7,805.34","7,858.49",88.64812463,,,,
7/3/97,"7,895.81","7,952.35","7,805.79","7,895.81",88.85837046,,,,
7/2/97,"7,795.38","7,814.38","7,648.14","7,795.38",88.29144919,,,,
7/1/97,"7,722.33","7,801.04","7,613.53","7,722.33",87.87678874,0.118990744,4.9,,
6/30/97,"7,672.79","7,768.01","7,571.46","7,672.79",87.5944633,,,,
6/27/97,"7,687.72","7,793.12","7,627.33","7,687.72",87.67964416,,,,
6/26/97,"7,654.25","7,754.22","7,581.64","7,654.25",87.48857068,,,,
6/25/97,"7,689.98","7,832.48","7,615.57","7,689.98",87.69253104,,,,
6/24/97,"7,758.06","7,787.01","7,602.90","7,758.06",88.07985014,,,,
6/23/97,"7,604.26","7,816.87","7,592.04","7,604.26",87.20240822,,,,
6/20/97,"7,796.51","7,868.44","7,733.64","7,796.51",88.29784822,,,,
6/19/97,"7,777.06","7,834.51","7,697.45","7,777.06",88.18764086,,,,
6/18/97,"7,718.71","7,789.28","7,651.30","7,718.71",87.85618931,,,,
6/17/97,"7,760.78","7,834.97","7,680.71","7,760.78",88.09528932,,,,
6/16/97,"7,772.09","7,829.99","7,712.37","7,772.09",88.1594578,,,,
6/13/97,"7,782.04","7,829.08","7,683.42","7,782.04",88.21587159,,,,
6/12/97,"7,711.47","7,741.42","7,569.66","7,711.47",87.81497594,,,,
6/11/97,"7,575.83","7,633.96","7,476.29","7,575.83",87.03924402,,,,
6/10/97,"7,539.27","7,599.61","7,459.12","7,539.27",86.82896982,,,,
6/9/97,"7,478.50","7,548.52","7,412.44","7,478.50",86.47832098,,,,
6/6/97,"7,435.78","7,473.98","7,290.26","7,435.78",86.23096891,,,,
6/5/97,"7,305.29","7,376.97","7,241.33","7,305.29",85.47098923,,,,
6/4/97,"7,269.66","7,350.36","7,214.29","7,269.66",85.26230117,,,,
6/3/97,"7,312.15","7,379.98","7,225.02","7,312.15",85.51111039,,,,
6/2/97,"7,289.40","7,383.84","7,244.76","7,289.40",85.37798311,0.088221791,5.0,,
5/30/97,"7,331.04","7,385.98","7,203.99","7,331.04",85.62149263,,,,
5/29/97,"7,330.18","7,404.44","7,272.24","7,330.18",85.61647038,,,,
5/28/97,"7,357.23","7,430.20","7,287.26","7,357.23",85.77429685,,,,
5/27/97,"7,383.41","7,421.32","7,276.68","7,383.41",85.92677115,,,,
5/23/97,"7,345.91","7,382.58","7,260.61","7,345.91",85.70828431,,,,
5/22/97,"7,258.13","7,348.79","7,210.33","7,258.13",85.19465946,,,,
5/21/97,"7,290.69","7,385.47","7,218.99","7,290.69",85.38553742,,,,
5/20/97,"7,303.46","7,336.02","7,123.38","7,303.46",85.46028317,,,,
5/19/97,"7,228.88","7,274.21","7,140.69","7,228.88",85.02282047,,,,
5/16/97,"7,194.67","7,332.31","7,170.77","7,194.67",84.8214006,,,,
5/15/97,"7,333.55","7,363.63","7,225.99","7,333.55",85.63614891,,,,
5/14/97,"7,286.16","7,381.76","7,238.35","7,286.16",85.35900655,,,,
5/13/97,"7,274.21","7,350.85","7,211.16","7,274.21",85.28897936,,,,
5/12/97,"7,292.75","7,317.47","7,156.35","7,292.75",85.3975995,,,,
5/9/97,"7,169.53","7,235.76","7,079.63","7,169.53",84.67307719,,,,
5/8/97,"7,136.62","7,236.96","7,040.30","7,136.62",84.47851798,,,,
5/7/97,"7,085.65","7,246.60","7,064.78","7,085.65",84.17630308,,,,
5/6/97,"7,225.32","7,299.98","7,139.43","7,225.32",85.00188233,,,,
5/5/97,"7,214.49","7,232.15","7,029.46","7,214.49",84.93815397,,,,
5/2/97,"7,071.20","7,104.51","6,935.54","7,071.20",84.09042752,,,,
5/1/97,"6,976.48","7,041.90","6,891.39","6,976.48",83.5253255,0.123164547,4.9,,
4/30/97,"7,008.99","7,081.23","6,912.26","7,008.99",83.71971094,,,,
4/29/97,"6,962.03","6,998.15","6,820.75","6,962.03",83.43877995,,,,
4/28/97,"6,783.02","6,826.37","6,667.03","6,783.02",82.35909179,,,,
