Date, Open, High, Low, Close,sqrt(close),change,unemployment,,,
7/9/15,17530.38,17764.85,17530.38,17548.62,132.4712044,,,,,
7/8/15,17759.01,17759.01,17496.22,17515.42,132.3458348,,,,,
7/7/15,17684.92,17793.45,17465.68,17776.91,133.3300791,,,,,
7/6/15,17728.08,17734.36,17564.36,17683.58,132.9796225,,,,,
7/2/15,17763.32,17825.49,17687.52,17730.11,133.1544592,,,,,
7/1/15,17638.12,17801.83,17638.12,17757.91,133.2588083,-0.059460568,5.2,,,
6/30/15,17599.96,17714.66,17576.5,17619.51,132.7385023,,,,,
6/29/15,17936.74,17936.74,17590.55,17596.35,132.6512344,,,,,
6/26/15,17892.03,18013.15,17892.03,17946.68,133.9652194,,,,,
6/25/15,17977.11,18036.1,17890.36,17890.36,133.7548504,,,,,
6/24/15,18139.1,18139.1,17966.07,17966.07,134.0375694,,,,,
6/23/15,18121.78,18188.81,18108.1,18144.07,134.6999258,,,,,
6/22/15,18027.63,18181.67,18027.63,18119.78,134.6097322,,,,,
6/19/15,18116.24,18117.71,18010.58,18015.95,134.2235076,,,,,
6/18/15,17944.61,18174.73,17944.61,18115.84,134.5950965,,,,,
6/17/15,17909.58,17998,17839.65,17935.74,133.9243816,,,,,
6/16/15,17787.43,17919.62,17774.12,17904.48,133.8076231,,,,,
6/15/15,17890.76,17890.76,17698.42,17791.17,133.3835447,,,,,
6/12/15,18035.83,18035.83,17857.07,17898.84,133.7865464,,,,,
6/11/15,18001.27,18109.77,18001.27,18039.37,134.3107218,,,,,
6/10/15,17765.38,18045.14,17765.38,18000.4,134.1655694,,,,,
6/9/15,17766.95,17817.83,17714.97,17764.04,133.2818067,,,,,
6/8/15,17849.46,17852.35,17760.61,17766.55,133.2912225,,,,,
6/5/15,17905.38,17940.78,17822.9,17849.46,133.6018712,,,,,
6/4/15,18072.47,18087.15,17876.95,17905.58,133.8117334,,,,,
6/3/15,18018.42,18168.09,18010.42,18076.27,134.4480197,,,,,
6/2/15,18033.33,18091.87,17925.33,18011.94,134.208569,,,,,
6/1/15,18017.82,18105.83,17982.06,18040.37,134.3144445,0.003036473,5.3,,,
5/29/15,18128.12,18128.12,17967.74,18010.68,134.2038748,,,,,
5/28/15,18154.14,18154.14,18066.4,18126.12,134.6332797,,,,,
5/27/15,18045.08,18190.35,18045.08,18162.99,134.7701376,,,,,
5/26/15,18229.75,18229.75,17990.02,18041.54,134.3187999,,,,,
5/22/15,18286.87,18286.87,18217.14,18232.02,135.0259975,,,,,
5/21/15,18285.87,18314.89,18249.9,18285.74,135.2247758,,,,,
5/20/15,18315.06,18350.13,18272.56,18285.4,135.2235187,,,,,
5/19/15,18300.48,18351.36,18261.35,18312.39,135.3232796,,,,,
5/18/15,18267.25,18325.54,18244.26,18298.88,135.2733529,,,,,
5/15/15,18251.97,18272.72,18215.07,18272.56,135.1760334,,,,,
5/14/15,18062.49,18255.21,18062.49,18252.24,135.1008512,,,,,
5/13/15,18070.37,18132.79,18039.2,18060.49,134.3893225,,,,,
5/12/15,18096.16,18119.18,17924.8,18068.23,134.4181163,,,,,
5/11/15,18187.78,18199.95,18089.11,18105.17,134.5554533,,,,,
5/8/15,17933.64,18205.23,17933.64,18191.11,134.8744231,,,,,
5/7/15,17840.25,17973.07,17796.94,17924.06,133.8807678,,,,,
5/6/15,17934.81,18019.75,17733.12,17841.98,133.5738747,,,,,
5/5/15,18062.53,18086.01,17905.71,17928.2,133.8962285,,,,,
5/4/15,18026.02,18133.76,18026.02,18070.4,134.4261879,,,,,
5/1/15,17859.27,18028.89,17859.27,18024.06,134.253715,0.048745476,5.6,,,
4/30/15,18033.33,18033.33,17774.89,17840.52,133.5684094,,,,,
4/29/15,18093.69,18096.46,17953.69,18035.53,134.2964259,,,,,
4/28/15,18035.9,18119.65,17917.36,18110.14,134.5739202,,,,,
4/27/15,18097.89,18175.56,18024.66,18037.97,134.3055099,,,,,
4/24/15,18056.42,18108.87,18009.08,18080.14,134.4624111,,,,,
4/23/15,18031.9,18133.03,17966.77,18058.69,134.3826254,,,,,
4/22/15,17950.82,18056.02,17887.76,18038.27,134.3066268,,,,,
4/21/15,18034.23,18109.7,17929.63,17949.59,133.97608,,,,,
4/20/15,17841.18,18092.22,17841.18,18034.93,134.294192,,,,,
4/17/15,18102.56,18102.56,17748.53,17826.3,133.5151677,,,,,
4/16/15,18106.27,18169.26,18063.86,18105.77,134.5576828,,,,,
4/15/15,18045.71,18160.52,18045.71,18112.61,134.583097,,,,,
4/14/15,17979.11,18075.6,17905.48,18036.7,134.3007818,,,,,
4/13/15,18052.32,18107.57,17974.81,17977.04,134.0784845,,,,,
4/10/15,17956.73,18066.76,17945.55,18057.65,134.3787558,,,,,
4/9/15,17897.7,17984.22,17823.1,17958.73,134.0101862,,,,,
4/8/15,17877.62,17976.2,17822.23,17902.51,133.8002616,,,,,
4/7/15,17884.32,17983.12,17871.21,17875.42,133.6989903,,,,,
4/6/15,17755.5,17941.79,17646.8,17880.85,133.7192955,,,,,
4/2/15,17699.52,17815.03,17673.49,17763.24,133.2788055,,,,,
4/1/15,17778.52,17778.52,17585.01,17698.18,133.0345068,-0.074510606,5.4,,,
3/31/15,17965.37,17965.37,17773.02,17776.12,133.3271165,,,,,
3/30/15,17727.48,18008.64,17727.48,17976.31,134.0757622,,,,,
3/27/15,17673.63,17729.14,17630.49,17712.66,133.0889176,,,,,
3/26/15,17716.27,17759.51,17579.27,17678.23,132.9595051,,,,,
3/25/15,18012.61,18041.97,17718.54,17718.54,133.1110063,,,,,
3/24/15,18110.87,18149.24,18010.44,18011.14,134.2055886,,,,,
3/23/15,18136.73,18205.93,18116.04,18116.04,134.5958395,,,,,
3/20/15,17961.13,18197.29,17961.13,18127.65,134.6389617,,,,,
3/19/15,18072.58,18072.99,17934.24,17959.03,134.0113055,,,,,
3/18/15,17846.8,18097.12,17697.52,18076.19,134.4477222,,,,,
3/17/15,17972.22,17972.22,17785.79,17849.08,133.6004491,,,,,
3/16/15,17751.24,17988.5,17751.24,17977.42,134.0799016,,,,,
3/13/15,17889.05,17889.05,17629.89,17749.31,133.2265364,,,,,
3/12/15,17626.84,17900.1,17620.49,17895.22,133.7730167,,,,,
3/11/15,17662.94,17731.78,17627,17635.39,132.7983057,,,,,
3/10/15,17989.56,17989.56,17662.94,17662.94,132.901994,,,,,
3/9/15,17856.56,18031.04,17856.56,17995.72,134.1481271,,,,,
3/6/15,18135.72,18135.72,17825.15,17856.78,133.6292633,,,,,
3/5/15,18096.9,18160.35,18087.65,18135.72,134.6689274,,,,,
3/4/15,18203.37,18203.37,18029.5,18096.9,134.5247189,,,,,
3/3/15,18281.95,18281.95,18136.88,18203.37,134.9198651,,,,,
3/2/15,18134.05,18288.63,18122.59,18288.63,135.2354613,0.211019293,5.4,,,
2/27/15,18213.26,18213.26,18132.38,18132.7,134.6577142,,,,,
2/26/15,18224.41,18239.43,18157.07,18214.42,134.9608091,,,,,
2/25/15,18208.67,18244.38,18182.76,18224.57,134.9984074,,,,,
2/24/15,18112.57,18231.09,18098.73,18209.19,134.9414317,,,,,
2/23/15,18140.76,18141.21,18054.84,18116.84,134.5988113,,,,,
2/20/15,17985.77,18144.29,17878.37,18140.44,134.6864507,,,,,
2/19/15,18028.67,18028.67,17924.6,17985.77,134.1110361,,,,,
2/18/15,18045.72,18048.7,17982.2,18029.85,134.275277,,,,,
2/17/15,18019.8,18052.01,17951.41,18047.58,134.3412818,,,,,
2/13/15,17968.65,18037.41,17961.76,18019.35,134.2361725,,,,,
2/12/15,17862.14,17975.65,17862.14,17972.38,134.0611055,,,,,
2/11/15,17867.86,17897.21,17759.65,17862.14,133.6493172,,,,,
2/10/15,17736.15,17890.34,17729.24,17868.76,133.6740813,,,,,
2/9/15,17821.49,17821.49,17685.32,17729.21,133.1510796,,,,,
2/6/15,17881.54,17951.09,17764.4,17824.29,133.5076402,,,,,
2/5/15,17677.26,17889.58,17677.26,17884.88,133.7343636,,,,,
2/4/15,17664.99,17782.22,17603.21,17673.02,132.9399112,,,,,
2/3/15,17369.97,17670.76,17369.97,17666.4,132.9150104,,,,,
2/2/15,17169.99,17367.68,17037.76,17361.04,131.7612993,-0.088945967,5.5,,,
1/30/15,17416.85,17419.9,17156.82,17164.95,131.0150755,,,,,
1/29/15,17195.29,17433.13,17136.3,17416.85,131.9729139,,,,,
1/28/15,17402.91,17484.41,17189,17191.37,131.1158648,,,,,
1/27/15,17638.53,17638.53,17288.31,17387.21,131.8605703,,,,,
1/26/15,17668.11,17696.36,17567.6,17678.7,132.9612726,,,,,
1/23/15,17812.5,17812.5,17667.53,17672.6,132.9383316,,,,,
1/22/15,17557.29,17840.89,17482.54,17813.98,133.4690226,,,,,
1/21/15,17509.96,17599.58,17396.04,17554.28,132.4925658,,,,,
1/20/15,17516.96,17588.7,17346.73,17515.23,132.345117,,,,,
1/16/15,17320,17528.37,17243.55,17511.57,132.3312888,,,,,
1/15/15,17436.3,17517.41,17298.04,17320.71,131.6081684,,,,,
1/14/15,17609.06,17609.06,17264.9,17427.09,132.011704,,,,,
1/13/15,17645.02,17923.01,17498.23,17613.68,132.71654,,,,,
1/12/15,17742.05,17793.88,17571.58,17640.84,132.818824,,,,,
1/9/15,17911.02,17915.32,17686.09,17737.37,133.181718,,,,,
1/8/15,17591.97,17916.04,17591.97,17907.87,133.8202899,,,,,
1/7/15,17374.78,17597.08,17374.78,17584.52,132.6066363,,,,,
1/6/15,17504.18,17581.05,17262.37,17371.64,131.8015174,,,,,
1/5/15,17821.3,17821.3,17475.93,17501.65,132.2938018,,,,,
1/2/15,17823.07,17951.78,17731.3,17832.99,133.5402187,-0.014890889,5.7,,,
12/31/14,17987.66,18043.22,17820.88,17823.07,133.5030711,,,,,
12/30/14,18035.02,18035.02,17959.7,17983.07,134.1009694,,,,,
12/29/14,18046.58,18073.04,18021.57,18038.23,134.3064779,,,,,
12/26/14,18038.3,18103.45,18038.3,18053.71,134.3640949,,,,,
12/24/14,18035.73,18086.24,18027.78,18030.21,134.2766175,,,,,
12/23/14,17971.51,18069.22,17970.16,18024.17,134.2541247,,,,,
12/22/14,17812.25,17962.78,17812.25,17959.44,134.0128352,,,,,
12/19/14,17778.02,17874.03,17746.55,17804.8,133.4346282,,,,,
12/18/14,17367.85,17778.4,17367.85,17778.15,133.3347292,,,,,
12/17/14,17069.16,17389.3,17069.16,17356.87,131.7454743,,,,,
12/16/14,17173.07,17427.44,17067.59,17068.87,130.6478856,,,,,
12/15/14,17285.74,17403.54,17115.28,17180.84,131.0757033,,,,,
12/12/14,17590.05,17590.05,17280.83,17280.83,131.4565708,,,,,
12/11/14,17534.3,17758.51,17534.3,17596.34,132.6511968,,,,,
12/10/14,17797.99,17797.99,17508.1,17533.15,132.4128015,,,,,
12/9/14,17847.37,17847.37,17629.57,17801.2,133.4211378,,,,,
12/8/14,17954.94,17960.56,17804.28,17852.48,133.613173,,,,,
12/5/14,17903.05,17991.19,17903.05,17958.79,134.01041,,,,,
12/4/14,17910.02,17937.96,17814.81,17900.1,133.7912553,,,,,
12/3/14,17880.9,17924.15,17855.59,17912.62,133.8380364,,,,,
12/2/14,17778.85,17897.05,17778.85,17879.55,133.7144345,,,,,
12/1/14,17827.27,17827.27,17726.55,17776.8,133.3296666,0.072827289,5.6,,,
11/28/14,17830.55,17893.42,17807.78,17828.24,133.5224326,,,,,
11/26/14,17812.25,17833.76,17791.16,17827.75,133.5205977,,,,,
11/25/14,17819.05,17854.73,17790.89,17814.94,133.4726189,,,,,
11/24/14,17812.63,17855.27,17793.19,17817.9,133.4837069,,,,,
11/21/14,17721.02,17894.83,17721.02,17810.06,133.4543368,,,,,
11/20/14,17677.32,17720.44,17603.89,17719,133.1127342,,,,,
11/19/14,17685.51,17712.26,17624.5,17685.73,132.9877062,,,,,
11/18/14,17643.09,17735.71,17642.03,17687.82,132.9955638,,,,,
11/17/14,17631.85,17675.07,17606.81,17647.75,132.8448343,,,,,
11/14/14,17653.11,17664.15,17613.2,17634.74,132.7958584,,,,,
11/13/14,17618.69,17705.48,17583.88,17652.79,132.8638024,,,,,
11/12/14,17604.75,17626.71,17536.17,17612.2,132.7109641,,,,,
11/11/14,17615.64,17638.21,17584.94,17614.9,132.7211362,,,,,
11/10/14,17568.98,17621.87,17547.51,17613.74,132.7167661,,,,,
11/7/14,17558.58,17575.33,17493.37,17573.93,132.5667002,,,,,
11/6/14,17491.66,17560.31,17440.35,17554.47,132.4932828,,,,,
11/5/14,17385.76,17486.59,17385.76,17484.53,132.2290815,,,,,
11/4/14,17368.81,17397.23,17278.36,17383.84,131.847791,,,,,
11/3/14,17390.9,17410.65,17339.85,17366.24,131.7810305,0.071400491,5.8,,,
10/31/14,17208.78,17395.54,17208.78,17390.52,131.8731208,,,,,
10/30/14,16968.14,17223.96,16920.76,17195.42,131.1313082,,,,,
10/29/14,17005.07,17065.5,16895.38,16974.31,130.2854942,,,,,
10/28/14,16825.19,17006.45,16825.19,17005.75,130.4060965,,,,,
10/27/14,16796.1,16836.98,16729.83,16817.94,129.6840006,,,,,
10/24/14,16677.04,16811.71,16649.72,16805.41,129.6356818,,,,,
10/23/14,16468.07,16767.52,16468.07,16677.9,129.1429441,,,,,
10/22/14,16615.26,16653.89,16459.85,16461.32,128.3016757,,,,,
10/21/14,16406.03,16620.78,16405.77,16614.81,128.8984484,,,,,
10/20/14,16373.15,16401.63,16260.54,16399.67,128.0611963,,,,,
10/17/14,16118.39,16427.38,16118.39,16380.41,127.9859758,,,,,
10/16/14,16137.14,16211.12,15935.22,16117.24,126.9536923,,,,,
10/15/14,16313.3,16313.3,15855.12,16141.74,127.0501476,,,,,
10/14/14,16321.9,16463.67,16273.64,16315.19,127.7309281,,,,,
10/13/14,16535.43,16602.41,16310.47,16321.07,127.7539432,,,,,
10/10/14,16654.88,16757.6,16543.91,16544.1,128.6238703,,,,,
10/9/14,16989.37,16989.37,16649.04,16659.25,129.0707171,,,,,
10/8/14,16718.65,17006.91,16663.26,16994.22,130.3618809,,,,,
10/7/14,16988.25,16988.25,16715.79,16719.39,129.3034802,,,,,
10/6/14,17010.34,17099.39,16930.38,16991.91,130.3530207,,,,,
10/3/14,16802.2,17027.84,16802.2,17009.69,130.4212023,,,,,
10/2/14,16808.27,16857.25,16674.04,16801.05,129.6188644,,,,,
10/1/14,17040.46,17041.16,16776.13,16804.71,129.6329819,-0.052545575,5.7,,,
9/30/14,17070.45,17145.1,17017.11,17042.9,130.5484584,,,,,
9/29/14,17107.69,17107.69,16934.43,17071.22,130.6568789,,,,,
9/26/14,16948.62,17148.15,16948.11,17113.15,130.8172389,,,,,
9/25/14,17204.86,17204.86,16945.8,16945.8,130.1760347,,,,,
9/24/14,17056.64,17226.6,17033.93,17210.06,131.1871183,,,,,
9/23/14,17165.91,17171.88,17055.87,17055.87,130.598124,,,,,
9/22/14,17271.71,17277.88,17159.36,17172.68,131.0445726,,,,,
9/19/14,17267.21,17350.64,17257.46,17279.74,131.4524249,,,,,
9/18/14,17163.73,17275.37,17163.73,17265.99,131.4001142,,,,,
9/17/14,17131.01,17221.11,17089.01,17156.85,130.9841593,,,,,
9/16/14,17027.16,17167.05,16985.55,17131.97,130.8891516,,,,,
9/15/14,16988.76,17051.85,16951.38,17031.14,130.5034099,,,,,
9/12/14,17044.05,17044.05,16937.67,16987.51,130.3361423,,,,,
9/11/14,17057.41,17057.41,16983.88,17049,130.5718193,,,,,
9/10/14,17016.05,17080.27,16974.57,17068.71,130.6472732,,,,,
9/9/14,17110.39,17111.55,16993.29,17013.87,130.4372263,,,,,
9/8/14,17131.71,17137.88,17079.17,17111.42,130.8106265,,,,,
9/5/14,17065.89,17137.36,17009.62,17137.36,130.9097399,,,,,
9/4/14,17083.61,17161.55,17030.12,17069.58,130.6506028,,,,,
9/3/14,17067.24,17151.89,17060.21,17078.28,130.6838934,,,,,
9/2/14,17097.42,17113.51,17009.07,17067.56,130.642872,0.096057832,5.9,,,
8/29/14,17083.42,17110.42,17035.38,17098.45,130.7610416,,,,,
8/28/14,17119.06,17119.06,17018.33,17079.57,130.6888289,,,,,
8/27/14,17111.03,17134.6,17090.61,17122.01,130.8510986,,,,,
8/26/14,17079.57,17153.8,17079.57,17106.7,130.7925839,,,,,
8/25/14,17011.81,17124.74,17011.81,17076.87,130.6784986,,,,,
8/22/14,17038.27,17064.28,16984.52,17001.22,130.3887265,,,,,
8/21/14,16983.88,17074.59,16983.88,17039.49,130.5353975,,,,,
8/20/14,16910.03,16994.89,16896.55,16979.13,130.3039907,,,,,
8/19/14,16839.06,16929.13,16839.06,16919.59,130.0753243,,,,,
8/18/14,16664.45,16840.28,16664.45,16838.74,129.7641707,,,,,
8/15/14,16717.01,16775.27,16575.42,16662.91,129.0848945,,,,,
8/14/14,16657.32,16714.22,16651.67,16713.58,129.2810118,,,,,
8/13/14,16567.54,16670.29,16567.54,16651.8,129.0418537,,,,,
8/12/14,16565.55,16589.31,16518.06,16560.54,128.6877617,,,,,
8/11/14,16557.27,16627.99,16557.27,16569.98,128.7244344,,,,,
8/8/14,16369.68,16556.59,16364.22,16553.93,128.6620768,,,,,
8/7/14,16448.29,16504.35,16333.78,16368.27,127.9385399,,,,,
8/6/14,16425.1,16490.7,16372.32,16443.34,128.2315874,,,,,
8/5/14,16559.97,16559.97,16369.55,16429.47,128.1774941,,,,,
8/4/14,16493.72,16596.22,16447.2,16569.28,128.7217153,,,,,
8/1/14,16561.7,16584.75,16437.07,16493.37,128.426516,-0.110951753,6.1,,,
7/31/14,16869.63,16869.63,16563.3,16563.3,128.6984848,,,,,
7/30/14,16920.11,16983.94,16817.16,16880.36,129.9244396,,,,,
7/29/14,16984.33,17056.46,16912.11,16912.11,130.0465686,,,,,
7/28/14,16956.91,17001.38,16877.72,16982.59,130.3172667,,,,,
7/25/14,17079.5,17082.33,16915.65,16960.57,130.2327532,,,,,
7/24/14,17092.02,17119.83,17061.07,17083.8,130.7050114,,,,,
7/23/14,17117.01,17121.05,17058.05,17086.63,130.7158368,,,,,
7/22/14,17054.97,17133.43,17040.13,17113.54,130.8187295,,,,,
7/21/14,17095.11,17095.11,16974.34,17051.73,130.5822729,,,,,
7/18/14,16978.16,17113.51,16977.52,17100.18,130.7676566,,,,,
7/17/14,17133.45,17151.56,16966.19,16976.81,130.2950882,,,,,
7/16/14,17061.91,17139.35,17061.91,17138.2,130.9129482,,,,,
7/15/14,17055.03,17120.34,17006.39,17060.68,130.616538,,,,,
7/14/14,16950.93,17088.43,16950.93,17055.42,130.5964012,,,,,
7/11/14,16918.31,16949.46,16860.3,16943.81,130.1683909,,,,,
7/10/14,16980.35,16980.35,16805.38,16915.07,130.0579486,,,,,
7/9/14,16916.83,16998.95,16913.81,16985.61,130.3288533,,,,,
7/8/14,17022.09,17022.09,16874.79,16906.62,130.025459,,,,,
7/7/14,17063.83,17063.83,16992.45,17024.21,130.4768562,,,,,
7/3/14,16979,17074.65,16979,17068.26,130.645551,,,,,
7/2/14,16949.71,16986.63,16949.71,16976.24,130.2929008,,,,,
7/1/14,16828.53,16998.7,16828.53,16956.07,130.2154753,0.045029414,6.2,,,
6/30/14,16852.49,16871.27,16801.94,16826.6,129.7173851,,,,,
6/27/14,16846.9,16862.73,16773.84,16851.84,129.8146371,,,,,
6/26/14,16866.81,16872.52,16746.09,16846.13,129.7926423,,,,,
6/25/14,16817.68,16883.54,16799.41,16867.51,129.8749783,,,,,
6/24/14,16934.62,16969.7,16805.23,16818.13,129.6847331,,,,,
6/23/14,16946.5,16954.27,16896.09,16937.26,130.1432288,,,,,
6/20/14,16920.62,16978.02,16920.62,16947.08,130.180951,,,,,
6/19/14,16909.9,16923.43,16858.88,16921.46,130.0825123,,,,,
6/18/14,16806.12,16911.41,16755.29,16906.62,130.025459,,,,,
6/17/14,16779.21,16823.55,16732.91,16808.49,129.6475607,,,,,
6/16/14,16765.56,16802.14,16722.86,16781.01,129.5415377,,,,,
6/13/14,16734.64,16787.89,16718.6,16775.74,129.5211952,,,,,
6/12/14,16840.48,16841.57,16703.73,16734.19,129.3606973,,,,,
6/11/14,16943.16,16943.16,16821.85,16843.88,129.7839744,,,,,
6/10/14,16940.4,16946.34,16897.44,16945.92,130.1764956,,,,,
6/9/14,16926.08,16970.17,16912.92,16943.1,130.1656637,,,,,
6/6/14,16839.64,16924.28,16839.64,16924.28,130.0933511,,,,,
6/5/14,16739.14,16845.81,16709.95,16836.11,129.7540365,,,,,
6/4/14,16720,16742.91,16673.65,16737.53,129.3736063,,,,,
6/3/14,16736.7,16736.7,16690.01,16722.34,129.314887,,,,,
6/2/14,16716.85,16756.64,16682.07,16743.63,129.3971793,0.044734451,6.1,,,
5/30/14,16697.33,16721.22,16648.85,16717.17,129.2948955,,,,,
5/29/14,16637.74,16698.74,16620.43,16698.74,129.2236047,,,,,
5/28/14,16674.98,16674.98,16620.22,16633.18,128.9696864,,,,,
5/27/14,16607.42,16688.69,16607.42,16675.5,129.1336517,,,,,
5/23/14,16544.49,16613.07,16544.49,16606.27,128.8653173,,,,,
5/22/14,16532.74,16565.39,16489.61,16543.08,128.6199051,,,,,
5/21/14,16376.17,16544.6,16376.17,16533.06,128.5809473,,,,,
5/20/14,16511.22,16511.22,16341.3,16374.31,127.9621428,,,,,
5/19/14,16490.35,16526.26,16442.12,16511.86,128.4984825,,,,,
5/16/14,16447.32,16498.99,16414.32,16491.31,128.4184956,,,,,
5/15/14,16613.52,16622.9,16397.46,16446.81,128.2451169,,,,,
5/14/14,16716.08,16717.56,16595,16613.97,128.89519,,,,,
5/13/14,16695.92,16735.51,16695.92,16715.44,129.2882052,,,,,
5/12/14,16584.82,16704.84,16584.82,16695.47,129.2109515,,,,,
5/9/14,16551.23,16588.77,16498.71,16583.34,128.7763177,,,,,
5/8/14,16518.16,16622.95,16502.01,16550.97,128.6505733,,,,,
5/7/14,16401.66,16522.94,16357.35,16518.54,128.5244724,,,,,
5/6/14,16529.85,16529.85,16399.99,16401.02,128.0664671,,,,,
5/5/14,16509.75,16547.92,16377.09,16530.55,128.5711865,,,,,
5/2/14,16562.34,16620.06,16488.31,16512.89,128.5024902,,,,,
5/1/14,16580.26,16604.79,16525.25,16558.87,128.6812729,-0.002744569,6.3,,,
4/30/14,16534.86,16592.28,16510.87,16580.84,128.7666106,,,,,
4/29/14,16451.18,16559.39,16451.18,16535.37,128.5899296,,,,,
4/28/14,16363.2,16500.37,16312.66,16448.74,128.2526413,,,,,
4/25/14,16503.26,16503.26,16333.78,16361.46,127.9119228,,,,,
4/24/14,16503.39,16541.26,16452.3,16501.65,128.4587482,,,,,
4/23/14,16513.73,16525.99,16477.28,16501.65,128.4587482,,,,,
4/22/14,16449.38,16565.71,16449.38,16514.37,128.5082488,,,,,
4/21/14,16408.92,16459.78,16402.08,16449.25,128.2546295,,,,,
4/17/14,16424.14,16460.49,16368.14,16408.54,128.0958235,,,,,
4/16/14,16266.23,16424.85,16266.23,16424.85,128.159471,,,,,
4/15/14,16173.49,16272.95,16063.2,16262.56,127.5247427,,,,,
4/14/14,16028.29,16184.76,16028.29,16173.24,127.174054,,,,,
4/11/14,16168.87,16168.87,16015.32,16026.75,126.5968009,,,,,
4/10/14,16437.24,16456.12,16153.34,16170.22,127.1621799,,,,,
4/9/14,16256.37,16438.82,16256.37,16437.18,128.2075661,,,,,
4/8/14,16245.16,16296.86,16180.28,16256.14,127.4995686,,,,,
4/7/14,16414.15,16421.38,16244.01,16245.87,127.4592876,,,,,
4/4/14,16576.02,16631.63,16392.77,16412.71,128.1120994,,,,,
4/3/14,16572.36,16604.15,16527.6,16572.55,128.7344165,,,,,
4/2/14,16532.8,16588.19,16506.6,16573,128.7361643,,,,,
4/1/14,16458.05,16565.73,16457.6,16532.61,128.5791974,0.026639977,6.2,,,
3/31/14,16324.22,16480.85,16324.22,16457.66,128.2874117,,,,,
3/28/14,16267.77,16414.86,16267.77,16323.06,127.7617314,,,,,
3/27/14,16268.67,16300.94,16191.79,16264.23,127.5312903,,,,,
3/26/14,16370.71,16466.04,16268.99,16268.99,127.549951,,,,,
3/25/14,16279.2,16407.18,16279.2,16367.88,127.9370158,,,,,
3/24/14,16303.28,16380.51,16215.56,16276.69,127.5801317,,,,,
3/21/14,16332.69,16456.45,16290.79,16302.77,127.682301,,,,,
3/20/14,16221.98,16353.98,16160.33,16331.05,127.7929967,,,,,
3/19/14,16335.71,16363.32,16126.29,16222.17,127.3662828,,,,,
3/18/14,16245.93,16369.94,16245.93,16336.19,127.8131057,,,,,
3/17/14,16066.37,16270.34,16066.37,16247.22,127.4645833,,,,,
3/14/14,16106.32,16165.05,16046.99,16065.67,126.7504241,,,,,
3/13/14,16341.55,16405.07,16084.1,16108.89,126.9208021,,,,,
3/12/14,16350.67,16364.74,16260.03,16340.08,127.8283224,,,,,
3/11/14,16419.39,16460.33,16325.17,16351.25,127.8720063,,,,,
3/10/14,16453.1,16453.1,16334.2,16418.68,128.1353971,,,,,
3/7/14,16424.53,16505.7,16398.86,16452.72,128.2681566,,,,,
3/6/14,16360.56,16450.17,16360.56,16421.89,128.1479223,,,,,
3/5/14,16395.88,16406.55,16343.96,16360.18,127.9069193,,,,,
3/4/14,16169.32,16419.49,16169.32,16395.88,128.0463978,,,,,
3/3/14,16321.71,16321.71,16071.25,16168.03,127.1535686,0.09292584,6.7,,,
2/28/14,16273.23,16398.95,16226.09,16321.71,127.756448,,,,,
2/27/14,16197.7,16276.28,16159.81,16272.65,127.5642975,,,,,
2/26/14,16180.36,16252.35,16155.86,16198.41,127.2729744,,,,,
2/25/14,16207.34,16254.26,16147.25,16179.66,127.1992925,,,,,
2/24/14,16102.27,16300.04,16102.27,16207.14,127.3072661,,,,,
2/21/14,16135.92,16191.92,16093.8,16103.3,126.8987786,,,,,
2/20/14,16044.15,16161.64,16006.59,16133.23,127.0166525,,,,,
2/19/14,16126.23,16225.72,16031.66,16040.56,126.6513324,,,,,
2/18/14,16153.97,16167.33,16107.04,16130.4,127.0055117,,,,,
2/14/14,16018.08,16175.55,15985.39,16154.39,127.0999213,,,,,
2/13/14,15946.99,16039.37,15863.25,16027.59,126.6001185,,,,,
2/12/14,15993.04,16036.56,15928.75,15963.94,126.3484863,,,,,
2/11/14,15804.17,16027.19,15803.4,15994.77,126.4704313,,,,,
2/10/14,15793.63,15801.79,15733.69,15801.79,125.7051709,,,,,
2/7/14,15630.64,15798.51,15625.53,15794.08,125.6745002,,,,,
2/6/14,15443.83,15632.09,15443,15628.53,125.0141192,,,,,
2/5/14,15443,15478.21,15340.69,15440.23,124.258722,,,,,
2/4/14,15372.93,15481.85,15356.62,15445.24,124.2788799,,,,,
2/3/14,15697.69,15708.54,15356.17,15372.8,123.9870961,-0.217418138,6.7,,,
1/31/14,15847.19,15847.19,15617.55,15698.85,125.2950518,,,,,
1/30/14,15743.03,15907.53,15733.27,15848.61,125.8912626,,,,,
1/29/14,15927.08,15927.08,15708.98,15738.79,125.4543343,,,,,
1/28/14,15840.84,15945.89,15840.84,15928.56,126.2083991,,,,,
1/27/14,15879.05,15942.77,15783.55,15837.88,125.8486392,,,,,
1/24/14,16203.29,16203.29,15879.11,15879.11,126.0123407,,,,,
1/23/14,16371.99,16372.96,16140.58,16197.35,127.26881,,,,,
1/22/14,16420.48,16453.49,16332.98,16373.34,127.9583526,,,,,
1/21/14,16459.27,16520.6,16316.25,16414.44,128.1188511,,,,,
1/17/14,16408.02,16495.26,16378.8,16458.56,128.2909194,,,,,
1/16/14,16477.7,16477.7,16375.56,16417.01,128.1288804,,,,,
1/15/14,16378.03,16505.28,16376.78,16481.94,128.3820081,,,,,
1/14/14,16261.99,16373.92,16260.83,16373.86,127.9603845,,,,,
1/13/14,16434.03,16453.13,16240.6,16257.94,127.5066273,,,,,
