Date, Open, High, Low, Close,sqrt(close),change,unemployment,,,
11/14/16,18876.77,18934.05,18815.75,18868.69,137.3633503,,,,,
11/11/16,18781.65,18855.78,18736.96,18847.66,137.2867801,,,,,
11/10/16,18603.14,18873.66,18603.14,18807.88,137.1418244,,,,,
11/9/16,18317.26,18650.06,18252.55,18589.69,136.3440134,,,,,
11/8/16,18251.38,18400.5,18200.75,18332.74,135.398449,,,,,
11/7/16,17994.64,18263.3,17994.64,18259.6,135.1280874,,,,,
11/4/16,17928.35,17986.76,17883.56,17888.28,133.7470747,,,,,
11/3/16,17978.75,18006.96,17904.07,17930.67,133.9054517,,,,,
11/2/16,18017.72,18044.15,17931.89,17959.64,134.0135814,,,,,
11/1/16,18158.24,18177.01,17940.84,18037.1,134.302271,-0.024406091,4.7,,,
10/31/16,18176.6,18193.68,18130.58,18142.42,134.6938009,,,,,
10/28/16,18193.79,18257.06,18094.97,18161.19,134.7634594,,,,,
10/27/16,18234.81,18253.2,18149.2,18169.68,134.7949554,,,,,
10/26/16,18103.8,18236.04,18062.3,18199.33,134.9048924,,,,,
10/25/16,18206.52,18241.69,18151.7,18169.27,134.7934346,,,,,
10/24/16,18197.14,18275.04,18191.18,18223.03,134.9927035,,,,,
10/21/16,18152.63,18168.76,18049.77,18145.71,134.7060132,,,,,
10/20/16,18161.87,18249.05,18129.07,18162.35,134.7677632,,,,,
10/19/16,18178.21,18252.2,18169.25,18202.62,134.9170856,,,,,
10/18/16,18145.06,18225.8,18129.45,18161.94,134.7662421,,,,,
10/17/16,18135.85,18162.28,18063.02,18086.4,134.485687,,,,,
10/14/16,18177.35,18261.11,18138.38,18138.38,134.6788031,,,,,
10/13/16,18088.32,18137.7,17959.95,18098.94,134.532301,,,,,
10/12/16,18132.63,18193.96,18082.09,18144.2,134.7004083,,,,,
10/11/16,18308.43,18312.33,18061.96,18128.66,134.6427124,,,,,
10/10/16,18282.95,18399.96,18282.95,18329.04,135.384785,,,,,
10/7/16,18295.35,18319.73,18149.35,18240.49,135.0573582,,,,,
10/6/16,18280.42,18288.12,18162.97,18268.5,135.1610151,,,,,
10/5/16,18205.5,18315.82,18205.5,18281.03,135.2073593,,,,,
10/4/16,18267.68,18313.77,18116.26,18168.45,134.7903928,,,,,
10/3/16,18279.6,18279.8,18203.75,18253.85,135.1068096,-0.043916832,4.9,,,
9/30/16,18181.8,18369.62,18181.8,18308.15,135.3076125,,,,,
9/29/16,18322.88,18366.23,18091.64,18143.45,134.6976243,,,,,
9/28/16,18240.22,18349.86,18179.34,18339.24,135.4224501,,,,,
9/27/16,18099.21,18238.1,18052.16,18228.3,135.0122217,,,,,
9/26/16,18217.76,18217.76,18083.32,18094.83,134.5170249,,,,,
9/23/16,18377.36,18383.76,18254.84,18261.45,135.1349326,,,,,
9/22/16,18343.76,18449.88,18343.76,18392.46,135.618804,,,,,
9/21/16,18164.96,18307.43,18121.57,18293.7,135.2542051,,,,,
9/20/16,18175.36,18227.21,18128.8,18129.96,134.6475399,,,,,
9/19/16,18154.82,18254.88,18093.05,18120.17,134.6111808,,,,,
9/16/16,18217.21,18217.21,18070.21,18123.8,134.6246634,,,,,
9/15/16,18024.91,18250.11,18015.49,18212.48,134.9536217,,,,,
9/14/16,18073.39,18163.48,17992.21,18034.77,134.2935963,,,,,
9/13/16,18262.99,18262.99,18028.06,18066.75,134.412611,,,,,
9/12/16,18028.95,18358.69,17994.84,18325.07,135.3701223,,,,,
9/9/16,18404.17,18404.17,18085.45,18085.45,134.482155,,,,,
9/8/16,18486.69,18506.24,18446.69,18479.91,135.9408327,,,,,
9/7/16,18527.71,18536.89,18474.77,18526.14,136.1107637,,,,,
9/6/16,18493.4,18551.54,18450.32,18538.12,136.1547649,,,,,
9/2/16,18466.01,18544.76,18439.1,18491.96,135.9851462,,,,,
9/1/16,18396.57,18430.05,18295.48,18419.3,135.7177218,0.012399172,5.0,,,
8/31/16,18436.7,18439.68,18333.56,18400.88,135.6498433,,,,,
8/30/16,18491.28,18514.29,18408.52,18454.3,135.8466047,,,,,
8/29/16,18421.29,18523.09,18419.92,18502.99,136.0256961,,,,,
8/26/16,18467.92,18572.09,18335.34,18395.4,135.6296428,,,,,
8/25/16,18471.21,18497.68,18431.46,18448.41,135.8249241,,,,,
8/24/16,18537.5,18539.15,18448.27,18481.48,135.9466072,,,,,
8/23/16,18568.94,18631.6,18545.52,18547.3,136.1884723,,,,,
8/22/16,18535.86,18570.92,18466.86,18529.42,136.1228122,,,,,
8/19/16,18585.17,18585.17,18491.24,18552.57,136.2078192,,,,,
8/18/16,18566.54,18600.82,18533.29,18597.7,136.3733845,,,,,
8/17/16,18537.09,18582.35,18468.68,18573.94,136.2862429,,,,,
8/16/16,18614.48,18614.86,18550.65,18552.02,136.2058002,,,,,
8/15/16,18588.59,18668.44,18588.59,18636.05,136.5139187,,,,,
8/12/16,18595.65,18606.06,18535.86,18576.47,136.2955245,,,,,
8/11/16,18519.08,18638.34,18519.08,18613.52,136.4313747,,,,,
8/10/16,18541.48,18561.75,18468.78,18495.66,135.99875,,,,,
8/9/16,18538.05,18585.32,18507.75,18533.05,136.1361451,,,,,
8/8/16,18540.65,18569.31,18502.03,18529.29,136.1223347,,,,,
8/5/16,18402.8,18543.53,18402.8,18543.53,136.1746305,,,,,
8/4/16,18351.43,18397.87,18325.17,18352.05,135.4697383,,,,,
8/3/16,18313.08,18355,18283.23,18355,135.4806259,,,,,
8/2/16,18401.15,18403.65,18247.79,18313.77,135.3283784,,,,,
8/1/16,18434.5,18467.03,18355.75,18404.51,135.6632227,0.084398191,4.9,,,
7/29/16,18442.52,18466.55,18371.12,18432.24,135.7653859,,,,,
7/28/16,18461.01,18483.26,18368.82,18456.35,135.8541497,,,,,
7/27/16,18473.27,18542.39,18430.94,18472.17,135.9123615,,,,,
7/26/16,18497.37,18522.47,18387.22,18473.75,135.9181739,,,,,
7/25/16,18554.49,18555.69,18452.62,18493.06,135.9891907,,,,,
7/22/16,18524.15,18571.3,18491.59,18570.85,136.274906,,,,,
7/21/16,18589.96,18590.44,18469.67,18517.23,136.0780291,,,,,
7/20/16,18582.7,18622.01,18555.65,18595.03,136.3635948,,,,,
7/19/16,18503.12,18562.53,18495.11,18559.01,136.2314575,,,,,
7/18/16,18521.55,18556.13,18489.84,18533.05,136.1361451,,,,,
7/15/16,18508.88,18557.43,18471.62,18516.55,136.0755305,,,,,
7/14/16,18414.3,18537.57,18414.3,18506.41,136.0382667,,,,,
7/13/16,18356.78,18390.16,18315.76,18372.12,135.5437937,,,,,
7/12/16,18259.12,18371.95,18259.12,18347.67,135.4535714,,,,,
7/11/16,18161.53,18283.9,18161.53,18226.93,135.007148,,,,,
7/8/16,17971.22,18166.77,17971.22,18146.74,134.7098363,,,,,
7/7/16,17924.24,17984.95,17816.65,17895.88,133.7754836,,,,,
7/6/16,17807.47,17926.91,17713.45,17918.62,133.8604497,,,,,
7/5/16,17904.45,17904.45,17785.28,17840.62,133.5687838,,,,,
7/1/16,17924.24,18002.38,17916.91,17949.37,133.9752589,0.026608121,4.8,,,
6/30/16,17712.76,17930.61,17711.8,17929.99,133.9029126,,,,,
6/29/16,17456.02,17704.51,17456.02,17694.68,133.0213517,,,,,
6/28/16,17190.51,17409.72,17190.51,17409.72,131.945898,,,,,
6/27/16,17355.21,17355.21,17063.08,17140.24,130.9207394,,,,,
6/24/16,17946.63,17946.63,17356.34,17400.75,131.9119024,,,,,
6/23/16,17844.11,18011.07,17844.11,18011.07,134.2053278,,,,,
6/22/16,17832.67,17920.16,17770.36,17780.83,133.3447787,,,,,
6/21/16,17827.33,17877.84,17799.8,17829.73,133.528012,,,,,
6/20/16,17736.87,17946.36,17736.87,17804.87,133.4348905,,,,,
6/17/16,17733.44,17733.44,17602.78,17675.16,132.9479597,,,,,
6/16/16,17602.23,17754.91,17471.29,17733.1,133.1656863,,,,,
6/15/16,17703.65,17762.96,17629.01,17640.17,132.8163017,,,,,
6/14/16,17710.77,17733.92,17595.79,17674.82,132.946681,,,,,
6/13/16,17830.5,17893.28,17731.35,17732.48,133.1633583,,,,,
6/10/16,17938.82,17938.82,17812.34,17865.34,133.6612883,,,,,
6/9/16,17969.98,18005.22,17915.88,17985.19,134.1088737,,,,,
6/8/16,17931.91,18016,17931.91,18005.05,134.1828976,,,,,
6/7/16,17936.22,18003.23,17936.22,17938.28,133.9338643,,,,,
6/6/16,17825.69,17949.68,17822.81,17920.33,133.8668368,,,,,
6/3/16,17799.8,17833.17,17689.68,17807.06,133.4430965,,,,,
6/2/16,17789.05,17838.56,17703.55,17838.56,133.5610722,,,,,
6/1/16,17754.55,17809.18,17664.79,17789.67,133.3779217,0.007269032,4.9,,,
5/31/16,17891.5,17899.24,17724.03,17787.2,133.368662,,,,,
5/27/16,17826.85,17873.22,17824.73,17873.22,133.6907626,,,,,
5/26/16,17859.52,17888.66,17803.82,17828.29,133.5226198,,,,,
5/25/16,17735.09,17891.71,17735.09,17851.51,133.6095431,,,,,
5/24/16,17525.19,17742.59,17525.19,17706.05,133.0640823,,,,,
5/23/16,17507.04,17550.7,17480.05,17492.93,132.2608408,,,,,
5/20/16,17437.32,17571.75,17437.32,17500.94,132.2911184,,,,,
5/19/16,17514.16,17514.16,17331.07,17435.4,132.0431748,,,,,
5/18/16,17501.28,17636.22,17418.21,17526.62,132.3881415,,,,,
5/17/16,17701.46,17701.46,17469.92,17529.98,132.4008308,,,,,
5/16/16,17531.76,17755.8,17531.76,17710.71,133.0815915,,,,,
5/13/16,17711.12,17734.74,17512.48,17535.32,132.4209953,,,,,
5/12/16,17722.01,17798.19,17625.38,17720.5,133.1183684,,,,,
5/11/16,17919.03,17919.03,17711.05,17711.12,133.0831319,,,,,
5/10/16,17726.66,17934.61,17726.66,17928.35,133.8967886,,,,,
5/9/16,17743.85,17783.16,17668.38,17705.91,133.0635562,,,,,
5/6/16,17650.3,17744.54,17580.38,17740.63,133.1939563,,,,,
5/5/16,17664.48,17736.11,17615.82,17660.71,132.8936041,,,,,
5/4/16,17735.02,17738.06,17609.01,17651.26,132.8580445,,,,,
5/3/16,17870.75,17870.75,17670.88,17750.91,133.2325411,,,,,
5/2/16,17783.78,17912.35,17773.71,17891.16,133.7578409,0.028875601,4.8,,,
4/29/16,17813.09,17814.83,17651.98,17773.64,133.3178158,,,,,
4/28/16,18023.88,18035.73,17796.55,17830.76,133.5318689,,,,,
4/27/16,17996.14,18084.66,17920.26,18041.55,134.3188371,,,,,
4/26/16,17987.38,18043.77,17934.17,17990.32,134.1279986,,,,,
4/25/16,17990.94,17990.94,17855.55,17977.24,134.0792303,,,,,
4/22/16,17985.05,18026.85,17909.89,18003.75,134.1780533,,,,,
4/21/16,18092.84,18107.29,17963.89,17982.52,134.0989187,,,,,
4/20/16,18059.49,18167.63,18031.21,18096.27,134.5223773,,,,,
4/19/16,18012.1,18103.46,17984.43,18053.6,134.3636856,,,,,
4/18/16,17890.2,18009.53,17848.22,18004.16,134.1795812,,,,,
4/15/16,17925.95,17937.65,17867.41,17897.46,133.7813888,,,,,
4/14/16,17912.25,17962.14,17885.44,17926.43,133.8896187,,,,,
4/13/16,17741.66,17918.35,17741.66,17908.28,133.8218218,,,,,
4/12/16,17571.34,17744.43,17553.57,17721.25,133.1211854,,,,,
4/11/16,17586.48,17731.63,17555.9,17556.41,132.5006038,,,,,
4/8/16,17555.39,17694.51,17528.16,17576.96,132.5781279,,,,,
4/7/16,17687.28,17687.28,17484.23,17541.96,132.4460645,,,,,
4/6/16,17605.45,17723.55,17542.54,17716.05,133.1016529,,,,,
4/5/16,17718.03,17718.03,17579.56,17603.32,132.6775037,,,,,
4/4/16,17799.39,17806.38,17710.67,17737,133.1803289,,,,,
4/1/16,17661.74,17811.48,17568.02,17792.75,133.3894674,0.161036535,5.1,,,
3/31/16,17716.05,17755.7,17669.72,17685.09,132.9852999,,,,,
3/30/16,17652.36,17790.11,17652.36,17716.66,133.1039443,,,,,
3/29/16,17512.58,17642.81,17434.27,17633.11,132.789721,,,,,
3/28/16,17526.08,17583.81,17493.03,17535.39,132.4212596,,,,,
3/24/16,17485.33,17517.14,17399.01,17515.73,132.347006,,,,,
3/23/16,17588.81,17588.81,17486.27,17502.59,132.2973545,,,,,
3/22/16,17602.71,17648.94,17540.42,17582.57,132.5992836,,,,,
3/21/16,17589.7,17644.97,17551.28,17623.87,132.7549246,,,,,
3/18/16,17481.49,17620.58,17481.49,17602.3,132.6736598,,,,,
3/17/16,17321.38,17529.01,17297.65,17481.49,132.2175858,,,,,
3/16/16,17249.34,17379.18,17204.07,17325.76,131.6273528,,,,,
3/15/16,17217.15,17251.7,17120.35,17251.53,131.3450798,,,,,
3/14/16,17207.49,17275.07,17161.16,17229.13,131.2597806,,,,,
3/11/16,17014.99,17220.09,17014.99,17213.31,131.1995046,,,,,
3/10/16,17006.05,17130.11,16821.86,16995.13,130.3653712,,,,,
3/9/16,16969.17,17048.5,16947.94,17000.36,130.3854286,,,,,
3/8/16,17050.67,17072.79,16921.51,16964.1,130.2463051,,,,,
3/7/16,16991.29,17099.25,16940.48,17073.95,130.6673257,,,,,
3/4/16,16945,17062.38,16898.84,17006.77,130.4100073,,,,,
3/3/16,16896.17,16944.31,16820.73,16943.9,130.1687366,,,,,
3/2/16,16851.17,16900.17,16766.32,16899.32,129.9973846,,,,,
3/1/16,16545.67,16865.56,16545.67,16865.08,129.8656229,0.08056331,5.0,,,
2/29/16,16634.15,16726.12,16510.4,16516.5,128.5165359,,,,,
2/26/16,16712.7,16795.98,16623.91,16639.97,128.9960077,,,,,
2/25/16,16504.38,16697.98,16458.42,16697.29,129.2179941,,,,,
2/24/16,16418.84,16507.39,16165.86,16484.99,128.3938861,,,,,
2/23/16,16610.39,16610.39,16403.53,16431.78,128.1865047,,,,,
2/22/16,16417.13,16664.24,16417.13,16620.66,128.9211387,,,,,
2/19/16,16410.96,16410.96,16278,16391.99,128.0312071,,,,,
2/18/16,16483.76,16511.84,16390.43,16413.43,128.1149094,,,,,
2/17/16,16217.98,16486.12,16217.98,16453.83,128.2724834,,,,,
2/16/16,16012.39,16196.41,16012.39,16196.41,127.265117,,,,,
2/12/16,15691.62,15974.04,15691.62,15973.84,126.3876576,,,,,
2/11/16,15897.82,15897.82,15503.01,15660.18,125.1406409,,,,,
2/10/16,16035.61,16201.89,15899.91,15914.74,126.1536365,,,,,
2/9/16,16005.41,16136.62,15881.11,16014.38,126.5479356,,,,,
2/8/16,16147.51,16147.51,15803.55,16027.05,126.5979858,,,,,
2/5/16,16417.95,16423.63,16129.81,16204.97,127.2987431,,,,,
2/4/16,16329.67,16485.84,16266.16,16416.58,128.1272024,,,,,
2/3/16,16186.2,16381.69,15960.45,16336.66,127.8149444,,,,,
2/2/16,16420.21,16420.21,16108.44,16153.54,127.0965775,,,,,
2/1/16,16453.63,16510.98,16299.47,16449.18,128.2543567,-0.18747724,4.9,,,
1/29/16,16090.26,16466.3,16090.26,16466.3,128.3210817,,,,,
1/28/16,15960.28,16102.14,15863.72,16069.64,126.7660838,,,,,
1/27/16,16168.74,16235.03,15878.3,15944.46,126.2713744,,,,,
1/26/16,15893.16,16185.79,15893.16,16167.23,127.1504227,,,,,
1/25/16,16086.46,16086.46,15880.15,15885.22,126.036582,,,,,
1/22/16,15921.1,16136.79,15921.1,16093.51,126.8601986,,,,,
1/21/16,15768.87,16038.59,15704.66,15882.68,126.0265051,,,,,
1/20/16,15989.45,15989.45,15450.56,15766.74,125.56568,,,,,
1/19/16,16009.45,16171.96,15900.25,16016.02,126.5544152,,,,,
1/15/16,16354.33,16354.33,15842.11,15988.08,126.4439797,,,,,
1/14/16,16159.01,16482.05,16075.12,16379.05,127.9806626,,,,,
1/13/16,16526.63,16593.51,16123.2,16151.41,127.0881977,,,,,
1/12/16,16419.11,16591.35,16322.07,16516.22,128.5154465,,,,,
1/11/16,16358.71,16461.85,16232.03,16398.57,128.0569014,,,,,
1/8/16,16519.17,16651.89,16314.57,16346.45,127.8532362,,,,,
1/7/16,16888.36,16888.36,16463.63,16514.1,128.5071982,,,,,
1/6/16,17154.83,17154.83,16817.62,16906.51,130.0250361,,,,,
1/5/16,17147.5,17195.84,17038.61,17158.66,130.9910684,,,,,
1/4/16,17405.48,17405.48,16957.63,17148.94,130.9539614,-0.062458889,4.8,,,
12/31/15,17590.66,17590.66,17421.16,17425.03,132.0039015,,,,,
12/30/15,17711.94,17714.13,17588.87,17603.87,132.6795764,,,,,
12/29/15,17547.37,17750.02,17547.37,17720.98,133.1201713,,,,,
12/28/15,17535.66,17536.9,17437.34,17528.27,132.394373,,,,,
12/24/15,17593.26,17606.34,17543.95,17552.17,132.4846029,,,,,
12/23/15,17427.63,17607.92,17427.63,17602.61,132.6748281,,,,,
12/22/15,17253.55,17451.11,17242.86,17417.27,131.9745051,,,,,
12/21/15,17154.94,17272.36,17116.73,17251.62,131.3454225,,,,,
12/18/15,17495.04,17496.58,17124.31,17128.55,130.8760864,,,,,
12/17/15,17756.54,17796.76,17493.5,17495.84,132.2718413,,,,,
12/16/15,17530.85,17784.36,17483.68,17749.09,133.2257107,,,,,
12/15/15,17374.78,17627.63,17341.18,17524.91,132.381683,,,,,
12/14/15,17277.11,17378.02,17138.47,17368.5,131.7896051,,,,,
12/11/15,17574.75,17574.75,17230.5,17265.21,131.3971461,,,,,
12/10/15,17493.17,17697.74,17474.66,17574.75,132.5697929,,,,,
12/9/15,17558.18,17767.69,17403.51,17492.3,132.2584591,,,,,
12/8/15,17703.99,17703.99,17485.39,17568,132.5443322,,,,,
12/7/15,17845.49,17845.49,17639.25,17730.51,133.1559612,,,,,
12/4/15,17482.68,17866.47,17482.68,17847.63,133.5950224,,,,,
12/3/15,17741.57,17780.59,17425.56,17477.67,132.2031391,,,,,
12/2/15,17883.14,17901.58,17708.2,17729.68,133.1528445,,,,,
12/1/15,17719.72,17895.5,17719.72,17888.35,133.7473364,0.011147831,5.0,,,
11/30/15,17802.84,17837.24,17719.79,17719.92,133.1161898,,,,,
11/27/15,17806.04,17830.36,17749.32,17798.49,133.4109816,,,,,
11/25/15,17820.81,17854.92,17801.83,17813.39,133.4668124,,,,,
11/24/15,17770.9,17862.6,17683.51,17812.19,133.4623168,,,,,
11/23/15,17823.61,17868.18,17751.53,17792.68,133.389205,,,,,
11/20/15,17732.75,17914.34,17732.75,17823.81,133.5058426,,,,,
11/19/15,17739.83,17772.97,17681.98,17732.75,133.1643721,,,,,
11/18/15,17485.49,17752.16,17485.49,17737.16,133.1809296,,,,,
11/17/15,17486.99,17599.33,17451.41,17489.5,132.2478733,,,,,
11/16/15,17229.94,17483.01,17210.43,17483.01,132.2233338,,,,,
11/13/15,17439.25,17439.25,17238.89,17245.24,131.3211331,,,,,
11/12/15,17691.93,17691.93,17443.5,17448.07,132.0911428,,,,,
11/11/15,17769.5,17807.18,17696.91,17702.22,133.04969,,,,,
11/10/15,17724.13,17768.66,17657.72,17758.21,133.259934,,,,,
11/9/15,17900.78,17900.78,17667.78,17730.48,133.1558485,,,,,
11/6/15,17855.22,17912.04,17768.6,17910.33,133.8294811,,,,,
11/5/15,17871.25,17929.51,17779.19,17863.43,133.6541432,,,,,
11/4/15,17929.58,17964.12,17828.83,17867.58,133.6696675,,,,,
11/3/15,17819.74,17977.85,17796.02,17918.15,133.8586942,,,,,
11/2/15,17672.62,17845.9,17655.02,17828.76,133.5243798,0.20002605,5.1,,,
10/30/15,17756.6,17799.96,17662.87,17663.54,132.9042512,,,,,
10/29/15,17771.5,17786,17684.72,17755.8,133.2508912,,,,,
10/28/15,17586.69,17779.95,17556.71,17779.52,133.3398665,,,,,
10/27/15,17608.89,17635.18,17540.57,17581.43,132.5949848,,,,,
10/26/15,17649.57,17660.7,17602.51,17623.05,132.7518361,,,,,
10/23/15,17525.11,17679.37,17525.11,17646.7,132.8408823,,,,,
10/22/15,17180.88,17505.18,17180.88,17489.16,132.2465879,,,,,
10/21/15,17225.93,17314.99,17153.13,17168.61,131.0290426,,,,,
10/20/15,17228.47,17264.88,17147.99,17217.11,131.2139855,,,,,
10/19/15,17209.43,17235.95,17129.19,17230.54,131.2651515,,,,,
10/16/15,17141.75,17220.02,17107.35,17215.97,131.2096414,,,,,
10/15/15,16944.86,17144.42,16933.57,17141.75,130.9265061,,,,,
10/14/15,17079.08,17111.38,16887.67,16924.75,130.0951575,,,,,
10/13/15,17113.55,17172.81,17034.45,17081.89,130.6977046,,,,,
10/12/15,17082.29,17139.21,17064.58,17131.86,130.8887314,,,,,
10/9/15,17054.69,17110.88,17027.23,17084.49,130.7076509,,,,,
10/8/15,16904.17,17081.28,16859.34,17050.75,130.5785204,,,,,
10/7/15,16805.42,16963.3,16765,16912.29,130.0472606,,,,,
10/6/15,16774.02,16865.09,16746.03,16790.19,129.5769655,,,,,
10/5/15,16502.1,16798.37,16502.1,16776.43,129.5238588,,,,,
10/2/15,16258.25,16472.77,16013.66,16472.37,128.3447311,,,,,
10/1/15,16278.62,16348.87,16073.82,16272.01,127.5617889,-0.015536284,5.0,,,
9/30/15,16057.08,16297.6,16057.08,16284.7,127.6115199,,,,,
9/29/15,16001.76,16118.89,15942.37,16049.13,126.6851609,,,,,
9/28/15,16313.26,16313.26,15981.85,16001.89,126.4985771,,,,,
9/25/15,16205.07,16465.23,16205.07,16314.67,127.7288926,,,,,
9/24/15,16257.11,16257.11,16016.36,16201.32,127.284406,,,,,
9/23/15,16332.81,16355.29,16211.98,16279.89,127.5926722,,,,,
9/22/15,16477.45,16477.45,16221.73,16330.47,127.7907274,,,,,
9/21/15,16406.1,16578.6,16391.88,16510.19,128.4919842,,,,,
9/18/15,16674.74,16674.74,16343.76,16384.58,128.0022656,,,,,
9/17/15,16738.08,16933.43,16639.93,16674.74,129.130709,,,,,
9/16/15,16599.51,16755.98,16593.9,16739.95,129.3829587,,,,,
9/15/15,16382.58,16644.11,16382.58,16599.85,128.8404052,,,,,
9/14/15,16450.86,16450.86,16330.87,16370.96,127.9490524,,,,,
9/11/15,16330.4,16434.76,16244.65,16433.09,128.1916144,,,,,
9/10/15,16252.57,16441.94,16212.08,16330.4,127.7904535,,,,,
9/9/15,16505.04,16664.65,16220.1,16253.57,127.4894898,,,,,
9/8/15,16109.93,16503.41,16109.93,16492.68,128.4238296,,,,,
9/4/15,16371.76,16371.76,16026.61,16102.38,126.8951536,,,,,
9/3/15,16364.34,16550.07,16317.31,16374.76,127.9639012,,,,,
9/2/15,16058.35,16352.58,16058.35,16351.38,127.8725146,,,,,
9/1/15,16528.03,16528.03,15979.95,16058.35,126.7215451,-0.287873604,5.0,,,
8/31/15,16632.02,16632.02,16444.05,16528.03,128.5613861,,,,,
8/28/15,16649.42,16669.97,16535.18,16643.01,129.0077905,,,,,
8/27/15,16285.51,16666.69,16285.51,16654.77,129.0533611,,,,,
8/26/15,15676.26,16303.75,15676.26,16285.51,127.6146935,,,,,
8/25/15,15882.27,16312.94,15651.24,15666.44,125.1656502,,,,,
8/24/15,16459.75,16459.75,15370.33,15871.35,125.9815463,,,,,
8/21/15,16990.69,16990.69,16459.55,16459.75,128.2955572,,,,,
8/20/15,17345.32,17345.32,16990.69,16990.69,130.348341,,,,,
8/19/15,17508.74,17517.19,17282.42,17348.73,131.7145778,,,,,
8/18/15,17537.3,17568.4,17486.42,17511.34,132.3304198,,,,,
8/17/15,17472.66,17551.4,17341.72,17545.18,132.4582198,,,,,
8/14/15,17410.12,17492.9,17394.06,17477.4,132.202118,,,,,
8/13/15,17401.64,17481.78,17341.34,17408.25,131.9403274,,,,,
8/12/15,17382.93,17423.9,17125.81,17402.51,131.9185734,,,,,
8/11/15,17593.59,17593.59,17352.63,17402.84,131.9198241,,,,,
8/10/15,17375.18,17629.13,17375.18,17615.17,132.7221534,,,,,
8/7/15,17414.94,17414.94,17279.08,17373.38,131.8081181,,,,,
8/6/15,17542.61,17572.04,17362.86,17419.75,131.9839005,,,,,
8/5/15,17555.24,17661.37,17492.9,17540.47,132.4404394,,,,,
8/4/15,17596.93,17635.78,17505.5,17550.69,132.4790172,,,,,
8/3/15,17696.74,17704.76,17496.61,17598.2,132.6582074,-0.016070753,5.1,,,
7/31/15,17755.87,17783.59,17671.59,17689.86,133.003233,,,,,
7/30/15,17743.24,17761.25,17640.85,17745.98,133.2140383,,,,,
7/29/15,17631.4,17776.78,17629.2,17751.39,133.2343424,,,,,
7/28/15,17449.81,17650.07,17449.81,17630.27,132.779027,,,,,
7/27/15,17561.78,17561.78,17399.17,17440.59,132.062826,,,,,
7/24/15,17731.05,17756.54,17553.73,17568.53,132.5463315,,,,,
7/23/15,17853.78,17860.95,17705.03,17731.92,133.1612556,,,,,
7/22/15,17918.35,17919.35,17807.41,17851.04,133.6077842,,,,,
7/21/15,18096.67,18096.67,17868.34,17919.29,133.8629523,,,,,
7/20/15,18085.91,18137.12,18064.5,18100.41,134.5377642,,,,,
7/17/15,18117.58,18121.12,18032.06,18086.45,134.4858729,,,,,
7/16/15,18078.16,18131.61,18065.33,18120.25,134.611478,,,,,
7/15/15,18053.38,18090.39,18010.15,18050.17,134.3509211,,,,,
7/14/15,17974.61,18072.82,17956.17,18053.58,134.3636111,,,,,
7/13/15,17787.27,17987.57,17787.27,17977.68,134.0808711,,,,,
7/10/15,17561.12,17797.49,17561.12,17760.41,133.2681883,,,,,
